Column A,Column B
144704,92327877
144705,5704761
"
",99463256
144706,95299649
144707,23040140
144708,46157970
144709,78852667
144710,31733496
144711,79664716
144712,93461987
144713,57357527
144714,20732574
144715,84284999
144716,69024448
144717,98580
144718,30254777
144719,49784737
144720,45253330
144721,27375533
144722,77590786
144723,9391735
144724,3074141
144725,18679484
144726,11420535
144727,43980158
144728,18380922
144729,68267383
144730,60445861
144731,98194523
144732,34308297
144733,78913512
144734,15184647
144735,52094056
144736,95896884
144737,65444464
144738,98811463
144739,62705883
144739,4099873
144740,91225803
144741,736959
144742,49536337
144743,51578966
144744,91440623
144745,31586495
144746,98010830
144747,4552057
144748,70618672
144749,2100170
144750,12101710
144751,70962642
144752,74277057
144753,15646032
144754,18027509
144755,53096268
144756,63734368
144757,88680818
144758,25087214
144759,5927961
144760,47610632
144760,95504630
144761,44650781
144762,952224
144763,96663159
144764,30958107
144764,35486177
144765,59979644
144766,22505912
144767,84571960
144768,34643411
144769,64407151
144770,82866478
144771,45043355
144772,89542979
144773,141342
144774,64050965
144775,92919174
144776,71409487
144777,58143851
144778,80476342
144779,53295080
144780,7716485
144781,50382892
144782,156611
144783,63245828
144784,25349160
144784,86519501
144785,11733400
144785,13466712
144786,39405306
144787,49658978
144788,58828473
144789,51467173
144790,30225172
144791,49071301
144792,3105764
144793,74783468
144794,72898955
144795,38972867
144796,48864238
144797,68962480
144798,16627040
144799,72956941
144800,73911235
144801,93364311
144802,43834497
144803,47418887
144804,62425183
144804,71670634
144805,2069033
144806,57556962
144807,75540973
144808,23869534
144809,78656391
144810,43227893
144811,17266316
144812,24494689
144813,55121986
144814,40651619
144815,56532426
144816,64383903
144817,23016586
144818,72893368
144819,37344454
144819,45821560
144819,37111031
144820,95978459
144821,67043607
144821,28169987
144822,144980
144823,41935477
144824,74275126
144825,45776406
144826,76523691
144827,72496553
144828,53700224
144829,23878923
144830,66667213
144831,32268968
144832,20035216
144833,85899985
144834,43499431
144835,85980038
144836,75316828
144837,61716028
144838,5923138
144839,67903509
144840,87674146
144841,30386075
144842,25794202
144843,60407719
144844,74396732
144845,55381031
144846,90883701
144847,12442314
144848,55676622
144849,57087730
144850,90149586
144850,77976384
144851,50707022
144851,12413302
144852,43747168
144853,11995068
144854,29436946
144855,35628042
144856,98913270
144857,94961236
144858,31548971
144859,35822343
144860,99170324
144861,73957156
144861,30304232
144862,36709436
144863,46829872
144864,12884469
144865,63227604
144866,16280964
144866,56708254
144867,87630184
144868,7291200
144869,96180229
144870,45995654
144871,40238914
144872,83525427
144873,61103020
144874,18549531
144875,32914685
144876,50754870
144877,44854271
144878,57897072
144879,62587914
144880,68031257
144881,53871448
144882,27129712
144883,7087771
144884,79625642
144884,55830370
144885,52487446
144886,75431647
144887,50195605
144888,15739826
144889,7218275
144890,25782914
144891,12857957
144892,74321984
144893,27480185
144894,1390326
144895,50675577
144896,33066739
144897,20159150
144898,1781388
144899,91326750
144900,12688641
144900,85533417
144901,42508319
144902,5803950
144903,65571575
144904,12371883
144905,98696355
144906,84055910
144907,29143507
144908,404434
144909,18081988
144910,57863440
144911,48756464
144912,73700856
144913,56570670
144914,37712154
144915,42978460
144916,31513691
144917,12257844
144918,57247106
144919,53493105
144920,39400444
144921,64581884
144922,35627125
144923,52388531
144924,28668335
144925,98742336
144926,26967418
144927,20407976
144928,3642321
144929,61546492
144930,71201131
144930,29839505
144931,85552065
144932,46901704
144933,97400429
144934,95975042
144935,87850616
144936,35144966
144937,78573175
144938,91524025
144939,50159732
144940,3307350
144941,890029
144942,88296186
144942,71908339
144943,44696493
144944,8941957
144945,79191529
144946,75745083
144947,64494417
144948,8695887
144949,3698494
144950,33219458
144951,44135818
144952,72805401
144953,34897450
144954,77924509
144955,71716098
144956,86710080
144957,55069160
144958,62510071
144959,99372071
144960,32772599
144961,40428465
144962,51963518
144963,78183456
144964,87544217
144965,70487969
144966,43128761
144967,85548204
144968,98259843
144969,21181216
144970,24777731
144971,80426321
144972,39920401
144973,13953344
144974,50339891
144975,26396836
144976,51592685
144977,67569322
144978,1702685
144979,66374137
144980,7737953
144981,29750048
144982,63079879
144983,56290829
144984,89687406
144985,10837018
144986,87998519
144987,4729087
144988,46768283
144989,67388813
144990,584181
144991,40737738
144992,92375932
144993,94933109
144994,22676163
144995,2475188
144996,11655101
144997,32772197
144998,17692498
144999,18292604
145000,14470650
145001,57866411
145002,20448398
145003,95822482
145004,28408385
145005,46748884
145006,15535519
145007,25582453
145008,81697981
145009,96624852
145010,86781833
145011,16222750
145012,19684228
145013,76036924
145014,84660143
145015,34996889
145016,2650501
145017,29962626
145018,51307461
145019,7684076
145019,56006657
145019,77611898
145020,26515060
145021,77073709
145022,92659602
145023,57314549
145024,70579326
145025,28991289
145026,69702658
145026,26657734
145027,73760509
145028,47381665
145029,66917146
145030,3345931
145031,91807744
145032,82773402
145033,48285081
145034,41265406
145035,19760777
145036,51351924
145037,57597322
145038,74313072
145039,43234463
145040,49450418
145041,89051564
145041,17120375
145042,20561215
145043,43869190
145044,34121410
145045,80702866
145046,71114027
145047,56103077
145048,1712991
145049,8198031
145050,28107154
145051,55194630
145052,54284982
145053,74957130
145054,68422908
145055,43104116
145056,31144186
145057,31540220
145058,58077339
145059,87456692
145059,82911113
145059,95598964
145060,21997559
145061,226341
145062,49780687
145063,16088720
145064,12684944
145065,22394368
145066,51024886
145067,9207834
145068,43453756
145069,3973148
145070,47909636
145071,22672825
145071,85607885
145072,25963322
145073,79200712
145074,8125982
145075,15086969
145076,9318498
145077,89783932
145078,47818749
145079,3763345
145080,64401035
145081,57284582
145082,65138302
145083,7043446
145084,29859515
145085,11320771
145086,1365539
145087,32757432
145088,64903649
145089,49828443
145090,15130299
145091,77350048
145092,83040239
145093,93930813
145094,89098004
145095,3120112
145096,35076850
145097,46769511
145098,33206320
145099,97986316
145100,22174883
145101,13893177
145102,86232011
145103,54366795
145104,23674901
145105,1415918
145106,70864695
145107,4534117
145107,77964018
145108,82954741
145109,7905803
145110,99150206
145111,46880392
145112,6929505
145113,77377722
145114,48391586
145115,77928635
145116,83377705
145117,83891897
145118,97997268
145118,66210165
145119,64374381
145120,87854244
145121,76684705
145122,36942693
145123,96982963
145124,90356698
145125,92551635
145125,92602274
145126,67486825
145127,50786693
145128,69069148
145129,4663918
145130,74101215
145131,65305413
145132,91039666
145133,57311706
145134,76126903
145135,87769546
145136,82643745
145137,88892226
145138,19368739
145139,21073467
145140,29315228
145141,46495156
145141,29359553
145142,64485771
145143,32233623
145143,18591979
145144,79733102
145145,13243121
145145,63285488
145146,66329713
145147,91026529
145148,49872965
145149,64217762
145150,88566299
145151,71470485
145152,21188988
145153,57351815
145154,16934259
145155,45148601
145156,15721789
145157,50782668
145158,44533818
145159,18877181
145160,37310801
145161,13146960
145162,48386416
145163,62666523
145164,45293828
145165,9068686
145166,98861113
145166,1837182
145167,58639022
145168,10495271
145169,31761675
145169,85650803
145170,31806052
145171,79941963
145172,37599097
145173,86279750
145174,74981806
145175,50758150
145176,24694266
145177,55007261
145178,27073570
145179,16995724
145180,55414454
145181,64233753
145182,63269170
145183,83505098
145184,78309555
145185,54488695
145186,10941941
145187,58172656
145188,79624593
145189,26191354
145190,60586093
145191,82370819
145192,92540321
145193,57677144
145194,80189852
145195,55994330
145196,82812493
145197,95377877
145198,53149734
145199,55216787
145200,32577784
145201,35176131
145201,58487641
145202,68829798
145203,44536038
145204,8162722
145205,47584115
145206,34411308
145207,56377747
145208,15539004
145209,51218478
145210,59551869
145211,25729632
145212,82029699
145213,79680642
145214,7323764
145215,50618977
145216,23337495
145217,41389511
145218,80485857
145219,4917048
145220,61674919
145221,83294235
145221,17216548
145222,4959571
145223,57702117
145224,80263155
145225,39495687
145226,71897420
145227,96593756
145228,48190554
145229,40839928
145230,83050346
145231,91470671
145232,92548382
145233,64105798
145234,77276769
145235,29939501
145236,70475524
145237,11481812
145238,49825083
145239,13160029
145240,70960143
145241,31876984
145242,41432124
145243,72491077
145244,93748950
145245,72834641
145246,42331672
145247,5411442
145248,74199240
145249,3658803
145250,9130501
145251,59990186
145252,14699547
145253,91043591
145254,1594069
145255,21202428
145256,62121148
145256,35632733
145257,56025275
145258,27966048
145259,89324401
145260,10064678
145261,41400022
145262,40916026
145263,6704959
145264,25396454
145265,36024206
145266,57058662
145267,24577305
145268,87342877
145269,1319173
145270,58485806
145271,68296665
145272,10011024
145273,80974581
145274,6484019
145275,27010656
145276,90879060
145277,59280065
145278,43729279
145279,28028443
145280,75057553
145281,6616418
145282,74480841
145283,88486747
145284,3802205
145285,86578411
145286,49092414
145287,15399825
145288,52926416
145289,30287707
145290,99395174
145291,22625615
145292,90177167
145293,74357078
145294,66602329
145295,3187878
145296,38570095
145297,50883541
145298,91262635
145299,82797997
145300,20419252
145300,94354258
145301,64439498
145302,72381369
145303,29610424
145304,19824224
145305,56172163
145306,27016589
145307,53933202
145308,6030837
145309,69320521
145310,95438584
145311,77502102
145312,71856905
145313,1963340
145314,25293568
145315,9760724
145316,15435826
145317,82422337
145318,69459662
145319,84738487
145320,4157433
145321,70376285
145322,35432314
145323,71999429
145324,60365478
145325,87695823
145326,48483508
145327,76784081
145328,63735865
145329,37707470
145330,40498936
145331,82050492
145332,14049488
145333,16217662
145334,30387168
145335,13851223
145336,45257514
145337,91675244
145338,18917282
145339,55897275
145340,8652030
145341,30030413
145342,48123329
145343,55789421
145344,70698643
145345,4635860
145346,57292938
145347,72095300
145348,38621578
145349,75766043
145350,89523673
145351,49912744
145352,47248194
145353,54798176
145354,42281359
145355,13294708
145356,25082634
145357,16941853
145358,69341571
145359,45841068
145360,61162069
145361,61522719
145362,78801629
145363,6735893
145364,99406833
145364,13120424
145365,50885658
145366,4349048
145367,27924044
145368,6413036
145369,67837070
145369,14762820
145370,20271923
145371,27083314
145372,83166601
145373,84617891
145374,87370331
145375,33100763
145376,59514147
145377,37211872
145378,55256349
145379,57279736
145380,45342677
145381,91266400
145382,50571262
145383,90267210
145384,3553247
145385,57532033
145386,89041388
145387,56044959
145388,55463634
145388,74850991
145389,11828393
145390,74851982
145391,91015890
145392,4722749
145393,95142211
145394,4634304
145395,22150035
145396,33526703
145397,24940949
145398,97432913
145399,5913959
145400,51568490
145401,40854943
145402,80040099
145403,83363143
145404,72691453
145405,42623731
145406,80405455
145407,88044618
145408,46594127
145409,28551913
145410,98266538
145411,80774775
145412,50715870
145413,93969124
145414,59294872
145415,94533905
145416,35530437
145417,66849109
145418,96387500
145419,99775189
145420,6425861
145421,1577551
145422,12926492
145423,9301815
145424,8047705
145425,73125476
145426,49014896
145427,63829425
145428,59514095
145429,1785127
145430,29948512
145431,87433206
145432,26590925
145433,77032948
145434,80480567
145435,96917537
145436,93466246
145437,6651361
145438,23511592
145439,84676222
145440,45168506
145441,81766995
145442,94524022
145443,35531677
145444,63351380
145445,32665097
145445,54082259
145446,14365784
145447,59622755
145448,85563889
145449,45461038
145450,88859359
145451,74935778
145452,42102598
145453,73382858
145454,97918255
145455,67828396
145456,44178416
145457,45758444
145458,8898549
145459,33372676
145460,20576018
145461,88668369
145462,7715725
145463,37952106
145464,75743623
145465,38782346
145466,9879030
145467,57328780
145468,93245929
145469,59364493
145470,52917684
145471,77322078
145472,4314617
145473,18018198
145474,70064801
145475,64438037
145476,79428122
145477,60023181
145478,71418631
145479,18559578
145480,12628068
145481,5505203
145482,44892958
145483,95059270
145484,7881452
145485,62380933
145486,86209383
145487,24378996
145488,60049591
145489,9709990
145490,42354120
145491,12643949
145492,60467619
145493,25025382
145494,15247094
145495,47905748
145496,75126677
145497,81284690
145498,99085351
145499,27086137
145500,19283832
145501,59265048
145502,85271839
145503,43244963
145504,56329561
145505,12560011
145506,81375319
145507,74388213
145508,63104486
145509,49717769
145510,10846950
145511,5145812
145512,73269778
145513,51728220
145514,95839845
145515,35819536
145516,70069693
145517,74947186
145518,29206181
145519,95059549
145520,52079826
145521,91056407
145522,11035417
145523,60759701
145524,61700288
145525,21479985
145526,67144638
145527,71618908
145528,90191606
145529,37673100
145530,94131882
145531,67658629
145532,17129130
145533,43653202
145534,8213420
145535,49113545
145536,29715361
145537,3949222
145538,11683395
145539,33741388
145540,19362790
145541,90672002
145542,11523392
145543,21163593
145544,83672344
145545,49606198
145546,59324616
145547,63250613
145548,65026459
145549,82773339
145550,88705534
145551,554280
145552,27340082
145553,69671615
145554,93682107
145555,69492873
145556,428563
145557,58526131
145558,69040284
145559,61242325
145560,26578163
145561,5906013
145562,74694664
145563,69084375
145564,63603512
145565,15318474
145566,22267968
145567,20250740
145568,473340
145569,87482482
145570,36568775
145571,8474262
145572,57421204
145573,29582726
145574,33072390
145575,8683309
145576,5312998
145577,29667867
145578,27003036
145579,30423757
145579,20446814
145580,11927639
145581,76547013
145582,5245091
145583,90941022
145584,5068434
145585,83920305
145586,20623400
145587,42492672
145588,97106933
145588,6294338
145589,33150875
145590,44706993
145591,87160450
145592,86911289
145593,27224288
145594,91735878
145595,29649480
145596,98876226
145597,9684211
145598,72280844
145599,66862273
145600,45920709
145601,13463775
145602,73632805
145602,37379575
145603,6509218
145604,83667356
145605,5021362
145606,41895680
145607,40770191
145608,80543258
145609,89866125
145610,98797034
145611,29535
145612,65277546
145613,95633909
145614,79904778
145615,72167601
145616,78460565
145617,16809046
145618,6761531
145619,59393342
145620,11814922
145621,41930612
145622,53686189
145623,23803236
145624,21189917
145625,43082743
145626,88462389
145627,53646503
145628,60422445
145629,17158419
145630,88519178
145631,88586846
145632,86192289
145633,17923985
145634,67707743
145635,4220269
145636,22558147
145637,95510574
145638,2580957
145639,67434424
145640,43057639
145641,92068044
145642,32895386
145643,41724917
145644,76233743
145645,430370
145646,26248991
145647,65819443
145648,71508062
145649,54854516
145650,94380495
145650,86378365
145651,8106177
145652,91118344
145653,56250204
145654,83299158
145655,77550880
145656,8387110
145657,31919060
145658,53365747
145659,68659422
145660,12983944
145660,7749345
145660,34824069
145661,22948741
145662,39893615
145663,62961326
145664,78442448
145664,3565242
145665,70174869
145666,60722586
145667,39411764
145668,4420908
145669,3349812
145670,17031078
145671,37713485
145672,86551936
145672,5311229
145673,26754794
145674,21207612
145675,97094510
145676,18661776
145677,40978836
145678,42040190
145679,9322851
145680,18603975
145681,93398374
145682,97528138
145683,5220994
145684,6588874
145685,36407437
145686,60429135
"
",4990603
145687,91444130
145688,12282393
145689,63919166
145690,11477427
145691,76310101
145692,17445784
145693,59492723
145694,63643681
145695,33143354
145696,68184778
145697,81717703
145698,24344137
145698,6784896
145699,7914667
145700,39342416
145701,41453522
145702,78316448
145703,98258867
145704,84523722
145705,57388326
145706,92773002
145707,44722168
145708,89982367
145709,9995708
145710,56129521
145711,97949150
145712,24782180
145713,85125310
145714,56635883
145715,13817510
145716,47520417
145717,84673738
145718,42739803
145718,74138721
145719,56379815
145720,67605807
145721,73614124
145722,3600765
145723,87178793
145724,19155188
145725,79598043
145725,85313927
145726,87724744
145727,83414391
145728,24268838
145729,87608912
145730,61810536
145731,51210173
145732,12350371
145733,61538740
145734,74668991
145735,97000026
145736,60277687
145737,70318407
145738,31241054
145739,97448724
145740,52514741
145741,10165007
145742,98818347
145743,98723366
145744,18117449
145745,14834208
145746,58301841
145747,29369464
145748,89762543
145749,65261764
145750,92996652
145751,67624503
145752,73820544
145753,99301217
145754,87762547
145755,12937329
145755,27712510
145756,41840249
145757,31604968
145758,57183878
145759,64712225
145760,30139353
145761,23655956
145762,96022225
145763,20037510
145763,98650955
145764,6162354
145765,8654258
145766,76323142
145767,60393023
145768,34144167
145769,15798640
145770,10306909
145771,11937033
145772,29717165
145773,59927231
145774,55173556
145775,71660471
145776,87906390
145777,84101191
145778,68949463
145779,60784819
145780,40807297
145781,65330724
145782,10570903
145783,33688322
145784,21516815
145785,3011099
145786,50531329
145787,57951248
145788,128062
145789,89686925
145790,44546159
145791,84829671
145792,3282067
145793,15298378
145794,32839599
145795,25619906
145796,71118701
145797,3798079
145798,22054805
145799,66735174
145800,213488
145801,44692135
145802,81115040
145803,20047920
145804,75255391
145805,46546116
145806,87562598
145807,13177405
145808,88718219
145809,64696671
145810,77160014
145810,89443170
145811,7891245
145812,98307980
145813,28442412
145814,89863352
145815,22535283
145816,65550300
145817,15152753
145818,62880696
145819,97320398
145820,70382570
145821,64963934
145822,25274815
145823,92029551
145824,78039878
145825,95640232
145826,28228751
145827,89118034
145828,39157315
145829,69053152
145830,66528992
145831,89464768
145832,87176131
145833,21018213
145834,61519603
145835,97360991
145836,92367407
145837,6975841
145838,87509884
145839,53888866
145840,83802107
145841,57675266
145842,62789234
145843,68321897
145844,38767382
145845,93891308
145846,18861872
145847,18056341
145848,56482288
145849,24992196
145850,17658898
145851,40227225
145852,62939527
145853,26937911
145854,27021421
145855,89381414
145856,23694021
145857,28267517
145858,49291153
145859,20640959
145860,13653060
145861,62723169
145862,66317953
145863,93379350
145864,9749142
145865,79118956
145866,87974827
145866,10798834
145867,3615308
145868,30528391
145869,83081655
145870,61109239
145871,36396215
145872,95676839
145873,76320028
145873,5107310
145874,35978052
145875,52827728
145876,14029288
145877,85446751
145878,16778725
145879,97313627
145880,69153917
145881,98884618
145882,97499785
145883,31640802
145884,83794748
145885,80100207
145886,28237206
145887,99796231
145888,55421922
145889,39361100
Order ID,15587093
145890,1029441
145891,32772230
145892,74142716
145893,51151387
145894,58057051
145895,20321194
145896,57920819
145897,29100286
145898,70318555
145899,75919235
145900,30277359
145901,13343501
145902,88052077
145903,66938897
145904,2432694
145905,64342773
145906,76098834
145907,36331592
145908,44062733
145909,14257407
145910,37774520
145911,84665417
145912,78308158
145913,6133486
145914,98043781
145915,82309101
145916,48573698
145917,95622112
145918,41736281
145919,2277331
145920,49467422
145921,52594928
145922,77579619
145922,60651237
145923,69747287
145924,50966757
145925,98240008
145926,46837604
145927,70330811
145927,27181522
145927,15726460
145928,58127838
145929,96394587
145930,37504868
145931,21135674
145932,27710446
145933,74008199
145934,60205329
145935,21056468
145935,80891030
145936,93297872
145937,96689479
145938,82741191
145939,25436602
145940,98925218
145941,84083233
145942,98118429
145943,56671791
145944,89033379
145945,87758353
145946,57949822
145947,63590085
145948,96901396
145949,50626095
145950,32030506
145951,57452597
145952,71108872
145953,16018674
145954,80762435
145955,44769010
145956,95692018
145957,30574317
145958,7406889
145959,36259365
145959,78312019
145960,61401249
145961,39313377
145962,66999497
145963,90778616
145964,42214542
145964,52467212
145965,96024612
145966,41912463
145967,96834920
145968,99284307
145969,84887355
145970,49025558
145971,5058305
145972,65711589
145973,51041141
145974,57266926
145975,5713850
145976,42511482
145977,2239583
145978,64363123
145979,96581338
145980,18984812
145981,77790993
145982,80448985
145983,36107827
145984,84541636
145985,8644064
145986,88719150
145987,35820999
145988,61101666
145989,93214113
145990,46843921
145991,43895103
145992,2497225
145993,91455587
145994,73270836
145995,48275128
145996,16670408
145997,7200362
145998,77315652
145999,68523091
146000,33764434
146001,65931558
146002,84134727
146003,13662386
146003,65623831
146004,74325789
146005,99161663
146006,34021574
146006,36500061
146007,87140742
146008,77396174
146009,92952068
146010,33621727
146011,39055889
146012,8795962
146013,54412159
146014,54201122
146015,92044387
146016,6040578
146017,25869354
146018,27202117
146019,91584021
146020,53039703
146021,79328786
146021,34743908
146022,44537351
146023,34200456
146024,53765044
146025,20957578
146026,52471636
146027,83188599
146028,78685945
146029,84656724
146029,54220164
146030,35291196
146031,24905538
146032,99434496
146033,34953397
146034,84351196
146035,13724058
146036,82848018
146037,78267507
146038,26923619
"
",40288544
146039,29927937
146040,46271686
146041,68104323
146042,23147942
146043,85374318
146044,1595186
146045,42395788
146046,47078492
146047,24180939
146048,43144604
146049,29406246
146050,36124093
146051,98788747
146052,22467101
146053,18987540
146054,24503457
146055,56011098
146056,1938000
146057,79011402
146058,12639926
146059,42649870
146060,42262630
146061,20509714
146062,94626593
146063,33221882
146064,2677359
146065,27422654
146066,33983794
146067,49767122
146068,15269828
146069,50894247
146070,33945534
146071,68979847
146072,60895990
146073,70736250
146074,34924826
146075,39643003
146076,47036873
146077,54288935
146078,5817578
146079,3090530
146080,78610463
146081,98275959
146082,17427570
146083,50905572
146084,93807831
146085,51289017
146086,45576759
146087,7265184
146088,83937276
146089,1705083
146090,61462583
146091,87722392
146092,91766142
146093,99785204
146094,78055151
146095,45810373
146096,23534006
146097,98861109
146098,5431040
146099,73115033
146100,40377962
146101,89910032
146102,91841050
146103,54309817
146104,37460854
146105,75943288
146106,55596853
146107,31813779
146108,8738844
146109,13321319
146110,96667905
146111,94768471
146112,2734011
146113,10865148
146114,90762393
146115,29802358
146116,4351560
146117,67861516
146118,80233560
146119,95850066
146120,53112123
146121,2689937
146122,39611340
146123,80228387
146124,57836772
146125,60363083
146126,78869939
146127,22902394
146128,15681648
146129,69649524
146129,98511962
146130,61112204
146131,92676614
146132,43680031
146133,63016628
146134,31828667
146135,56750750
146136,51559138
146137,41513896
146138,15739197
146139,97143880
146140,20777236
146141,98823790
146142,47249438
146143,88604826
146144,67475773
146145,74408044
146146,1468465
146147,66677730
146148,76411135
146149,80139224
146150,17022739
146151,80184495
146152,57531909
146153,43983470
146154,24502548
146155,57046448
146156,23016504
146157,88450807
146157,6742962
146158,52537077
146159,1331438
146160,18227310
146161,36489049
146162,80513557
146163,87361105
146164,43548686
146165,4846205
146166,57330975
146167,3740339
146168,11870074
146169,20180717
146170,4794962
146171,23261697
146172,80468974
146173,3647218
146174,24360785
146175,50757627
146176,36649191
146177,31278174
146178,69996659
146179,77556910
146180,48692997
146181,67294065
146182,19029106
146183,35657488
146184,49698460
146185,38463935
146186,29599340
146187,58087173
146188,75195494
146189,70165684
146190,15407256
146191,96922384
146192,26357013
146193,26988087
146194,89730880
146195,21651405
146196,93835780
146197,5901116
146198,49069048
146199,31557496
146200,80042022
146201,57209614
146202,52590357
146203,67019551
146204,94119742
146205,32417279
146206,95457642
146207,96056236
146208,2771455
146209,36461365
146210,11193626
146211,18864887
146212,16146045
146213,42536149
146214,86624989
146215,70869623
146216,8571428
146217,60151235
146218,75659962
146219,25142535
146220,69288623
146221,86463528
146222,71654868
146223,94459227
146224,7224492
146225,49988704
146226,11819957
146227,12723586
146228,51322692
146229,28710997
146230,53185894
146231,30938818
146232,41862621
146233,64075296
146234,81108426
146235,54020941
146235,57865562
146236,27446713
146237,17871042
146238,46720851
146239,91320106
146240,82525651
146241,70923158
146242,34879409
146243,918602
146244,10678911
146245,97266946
146246,30490314
146247,98691859
146248,21637832
146249,95350183
146249,44201161
146250,67067764
146251,20606641
146252,66779219
146253,43480996
146254,86819572
146255,75697058
146256,88005634
146257,69934252
146257,73273442
146258,389363
146259,56783637
146260,74687126
146261,12704822
146262,29916071
146263,37742172
146264,22623155
146265,50948410
146266,58514976
146267,77452283
146268,93660818
146269,91717132
146270,97719428
146271,73603037
146272,34247537
146273,8870000
146274,19971772
146275,49204782
146276,28063006
146277,142809
146277,60342167
146278,79375129
146279,96852185
146280,72508212
146281,50198555
146282,33666050
146283,59271261
146284,87463907
146285,60255636
146286,25952450
146287,53497672
146288,27407207
146289,22128894
146290,85919579
146291,13738873
146292,57789307
146293,19778665
146294,12715352
146295,48786214
146296,44268156
146297,16826796
146298,52685580
146299,84803739
146299,13638031
146300,21161347
146301,22098564
146302,24721791
146303,82496595
146304,94355001
146305,40490443
146306,40429614
146307,50870625
146308,13522322
146309,30649381
146310,90885379
146311,42182175
146312,28662203
146313,35285538
146314,43599594
146315,77860340
146316,15873411
146317,25137152
146318,9344576
146319,63036488
146320,42229664
146321,82092507
146322,28820475
146323,75151267
146324,18987665
146325,31887789
146326,73854302
146327,21655432
146328,22427254
146329,85275470
146330,45448029
146331,50090584
146332,43619994
146333,78283327
146334,26288670
146335,30755547
146336,99220154
146337,92519147
146338,73912286
146339,38033802
146340,97144597
146341,18241188
146342,1882914
146343,44432966
146344,56864771
146345,4389441
146346,51640996
146347,88022996
146348,63959806
146349,15837306
146350,13423213
146351,2889280
146352,25559722
146353,97186478
146354,5144897
146355,77737483
146356,86247961
146357,73308216
146358,59230476
146359,79756135
146360,82272768
146361,81801400
146362,56652187
146363,58794301
146364,5217016
146365,53077327
146366,16777712
146367,50110323
146368,36330459
146369,30961470
146370,80650504
146371,56155866
146372,97096427
146373,2506109
146374,92510068
146375,84178359
146376,3936521
146377,59725035
146378,17240177
146379,57189077
146380,68575608
146381,70229960
146382,48397215
146383,1587662
146384,29182135
146385,39546705
146385,95501728
146386,63464034
146387,94914232
146388,23843246
146389,42682261
146390,51477923
146391,21315085
146392,6502222
146393,79160507
146394,84482951
146395,30712932
146396,48520012
146397,19088464
146397,32354176
146398,7710431
146399,70651865
146400,10557281
146401,20160812
146402,73074390
146403,12987354
146404,9652210
146405,26955820
146406,32138085
146407,24638428
146407,53943096
146408,88632296
146409,65618105
146410,66678870
146411,43307028
146412,87436925
146413,64609245
146414,61375176
146415,81209193
146416,10081494
146417,68755365
146418,42028723
146419,99938851
146420,17647995
146421,95787237
146422,93158040
146423,6498248
146424,65161646
146425,92809249
146426,38572391
146427,69196934
146428,9923272
146429,90705206
146430,78483081
146431,22400536
146432,49853057
146433,68227960
146434,78339045
146435,8214743
146436,38254924
146437,24212060
146438,62551328
146439,36978261
146440,98119699
146441,98022778
146442,44322016
146443,66566654
146444,92960645
146445,79004275
146446,60707107
146447,37793999
146448,32430315
146449,95476881
146450,64078550
146451,15586570
146452,10748893
146453,11109338
146454,94800142
146455,88999040
146456,98107213
146457,41717482
146458,50197222
146459,67518108
146460,71045093
146461,67411755
146461,57483988
146462,59672783
146463,39960658
146464,55252663
146465,74336821
146466,46872524
146467,41644882
146468,79755146
146469,88620326
146470,84847228
146471,33195780
146471,15393240
146472,57094588
146472,18419539
146473,30089436
146474,57707446
146475,64232530
146476,52404821
146477,13156421
146478,48379839
146479,69367734
146480,59647650
146481,42660808
146482,52391438
146483,67292941
146484,90768539
146485,91815475
146486,20036255
146487,84297407
146488,72598547
146489,17666933
146490,28766142
146490,9946082
146491,95144668
146492,82032054
146493,52451052
146494,6230059
146495,42714996
146496,86630930
146497,39097953
146498,13945816
146499,84464187
146500,2236748
146501,28938061
146502,75323658
146503,32292157
146504,32536873
146505,76289590
146506,69017954
146507,26327661
146508,40634257
146509,48695299
146510,22586379
146511,4638423
146512,91365038
146513,65403379
146514,66588097
146515,95745536
146516,67752591
146517,15860133
146518,20602712
146519,34572161
146520,76313016
146521,91676432
146522,41349375
146523,34521428
146523,36854547
146524,66840890
146525,99906963
146526,56596330
146527,24874577
146528,1975468
146529,96786039
146530,4656866
146530,59658552
"
",65427284
146531,97961034
146532,97699581
146533,59149727
146534,81135543
146535,36684083
146536,54338790
146537,7601907
146538,57201439
146539,16850373
146540,92130555
146541,20203055
146542,58749811
146543,76447261
146544,74657846
146545,18355562
146546,72295505
146547,53219043
146548,6076475
146549,41333990
146550,50931400
146551,33184373
146552,99905687
Order ID,69707975
146553,64791799
146554,14197851
146555,69580368
146556,19344060
146557,28633794
146558,6729898
146559,85381110
146560,41246258
146561,20496225
146562,14010467
146563,26298107
146564,58416036
146565,78268601
"
",41842799
146566,16906286
146567,25815706
146568,40349063
146569,70138091
146570,10878544
146571,30710382
146572,73411542
146573,2598144
146574,32058122
146575,15185016
146576,50074733
146577,25872845
146578,89473634
146579,23403598
146580,83911408
146581,22600998
146582,54785753
146583,95676648
146584,39307010
146585,85764770
146586,45909839
146587,32239844
146588,30965858
146589,71033420
146590,72980839
146591,65774880
146592,68604497
146593,30657704
146594,67646513
146595,64329730
146596,46595640
146597,57234536
146598,92927868
146599,86874600
146600,6083092
146601,60254343
146602,86084017
146603,58257929
146604,60155486
146605,96554339
146606,18843419
146607,83720411
146608,50260360
146609,89446198
146610,25710864
146611,39906299
146612,37517757
146613,86090726
146614,24894934
146615,47934077
